Customer_Name,Email,Phone,Adresse,Age,Gender,Location,Customer_Segment,Category,Subcategory,Product,Price,Quantity,Weight,Date_Order,Tax_5_percent,Payement,Shipper,Shipping_Method,Shipping Costs,Inventory_id,StockLevel,Restock_Threshold,Last_Restock_Date,Warehouse_Name,Location_warehouse,Supplier_Name,Supplier_Phone,Location_Supplier,Quality_Score,rating_customer
John Parker,John_Parker@youcode.ma,+1-830-284-7561x0606,816 King Points Apt. 110,59,Female,Togo,Bronze,Food and Beverages,Plant-Based Meat Alternatives,Seitan,16,8,0.222075536657183,2023-12-03,0.8,Ewallet,FedEx,Ground,33.05,8,3992,150,2023-07-12,China WH,China,Martinez-Harrison,+1-294-735-2790x904,Turkey,2.57,1
Darius Warner,Darius_Warner@yopmail.com,274-363-0825,2747 Raymond Loop Apt. 853,57,Female,Bangladesh,Gold,Materials and Chemicals,Bioplastics,PLA (Polylactic Acid),23,4,0.9083294855547521,2023-11-30,1.15,Cash,Hermés Internation,Air,37.8,18,3996,150,2023-07-12,Turkey WH,Turkey,Jackson Group,654-306-4234,USA,4.64,2
Karen Mason,Karen_Mason@hotmail.com,417-515-6043x764,496 Mario Green Apt. 328,81,Male,Liechtenstein,Bronze,Energy,Biomass,Crop residues for energy generation,12,-1,1.9953343885036647,2023-11-30,0.6,Ewallet,Hermés Internation,Ground,24.83,13,4001,150,2023-07-12,China WH,China,Roach LLC,(492)497-7075x2540,Turkey,4.84,2
Warren Garcia,Warren_Garcia@yopmail.com,855.825.5436,730 Jackson Trail,5,Female,Nigeria,Bronze,Energy,Biomass,Wood pellets,11,5,0.9016948379669091,2023-11-28,0.55,Cash,United Parcel Service,Air,38.28,4,3995,150,2023-07-12,Turkey WH,Turkey,"Diaz, Zimmerman and Blair",+1-564-896-3630x217,Colombia,2.26,5
Kristin Henderson,Kristin_Henderson@gmail.com,(647)401-4643x87052,079 Murphy Locks,-32,Female,Liechtenstein,Bronze,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,-7,0.9387456974456815,2023-11-27,1.5,Credit Card,GeoPost,Ground,36.38,20,4007,150,2023-07-12,Turkey WH,Turkey,Moore LLC,261.258.0391x5255,Colombia,3.25,5
Deborah Kelly,Deborah_Kelly@hotmail.com,001-989-616-7489,1186 Eric Keys,37,Female,Mongolia,Silver,Agriculture,Biopesticides,Neem oil-based insecticides,71,-10,0.9957279152664964,2023-12-01,3.55,Ewallet,FedEx,Sea,23.88,6,4010,150,2023-07-12,Turkey WH,Turkey,Richmond-Rivas,2777741676,France,1.04,
Nicole Gilbert,Nicole_Gilbert@gmail.com,(845)293-7493x8644,9000 Mann Passage,28,Male,Tuvalu,Silver,Pharmaceuticals,Biopharmaceuticals,Monoclonal antibodies,10,3,0.7399003194435977,2023-11-29,0.5,Credit Card,DHL,Air,34.7,15,3997,150,2023-07-12,China WH,China,King-Wilson,001-543-546-0389,China,1.19,4
Gary Lamb,Gary_Lamb@maroc.ma,001-870-378-6780x3682,05619 Wheeler Points,-65,Male,Myanmar,Gold,Energy,Biofuels,Ethanol,9,10,0.29042268865813226,2023-11-29,0.45,Cash,United Parcel Service,Ground,22.4,12,3990,150,2023-07-12,Turkey WH,Turkey,Riggs-Williams,768.501.5484,France,2.91,3
Richard Graves,Richard_Graves@maroc.ma,611.271.7748x5202,736 Booth Forges Suite 591,76,Female,Libyan Arab Jamahiriya,Bronze,Food and Beverages,Plant-Based Meat Alternatives,Tofu,19,-6,1.1724749259898473,2023-11-27,0.95,Credit Card,FedEx,Sea,43.94,21,4006,150,2023-07-12,Turkey WH,Turkey,Willis-Choi,7112918494,USA,2.32,1
Cathy Thomas,Cathy_Thomas@hotmail.com,(701)301-7728,9423 Fox View,-5,Male,Bermuda,Bronze,Agriculture,Biofertilizers,Mycorrhizal fungi products,75,6,1.3559406255940472,2023-12-02,3.75,Cash,United Parcel Service,Sea,34.88,9,3994,150,2023-07-12,China WH,China,Hodges-Adkins,468.794.3905x8156,France,1.98,3
Christopher Schultz,Christopher_Schultz@yopmail.com,9584402473,087 Stacey Divide Suite 491,-89,Female,Panama,Gold,Pharmaceuticals,Biopharmaceuticals,Monoclonal antibodies,10,0,1.1578498016434844,2023-12-02,0.5,Credit Card,United Parcel Service,Ground,9.22,15,4000,150,2023-07-12,Japan WH,Japan,"Jones, Cross and Evans",833-259-4913,Colombia,1.24,5
Melanie Taylor,Melanie_Taylor@youcode.ma,+1-819-923-6688x82744,894 Jennifer Canyon,-25,Female,Qatar,Gold,Pharmaceuticals,Biopharmaceuticals,Insulin,11,-4,0.798051268093513,2023-11-28,0.55,Ewallet,GeoPost,Ground,35.05,3,4004,150,2023-07-12,Japan WH,Japan,Collins-Mckinney,(444)861-8236x614,France,3.71,5
Jessica Mcmillan,Jessica_Mcmillan@maroc.ma,001-810-710-3895,75946 Thomas Summit Suite 051,18,Male,Pitcairn Islands,Silver,Food and Beverages,Plant-Based Meat Alternatives,Seitan,16,5,1.5532749100388605,2023-11-28,0.8,Ewallet,Hermés Internation,Air,21.03,8,3995,150,2023-07-12,Japan WH,Japan,"Powers, Lopez and Tanner",001-476-645-0523,France,4.75,4
Jennifer Jackson,Jennifer_Jackson@youcode.ma,+1-994-399-5287x583,978 Howell Fords,57,Female,Holy See (Vatican City State),Silver,Energy,Biomass,Crop residues for energy generation,12,-1,0.7144065575895671,2023-11-27,0.6,Cash,United Parcel Service,Sea,7.62,13,4001,150,2023-07-12,Japan WH,Japan,Hancock-Webb,001-998-642-6058x13928,Turkey,2.59,1
Chad Tucker,Chad_Tucker@youcode.ma,7536097966,023 Bass Lock Suite 475,-71,Female,Libyan Arab Jamahiriya,Gold,Pharmaceuticals,Biopharmaceuticals,Insulin,11,2,0.44122427275203246,2023-12-01,0.55,Credit Card,GeoPost,Sea,45.84,3,3998,150,2023-07-12,China WH,China,Harris-Peterson,(857)317-2164x8734,Turkey,2.66,
Gwendolyn Daniel,Gwendolyn_Daniel@yopmail.com,973-597-5149x5449,86158 Brown Manors Apt. 271,-2,Male,Panama,Bronze,Materials and Chemicals,Bioplastics,PHA (Polyhydroxyalkanoates),11,-5,1.5000696432298963,2023-12-01,0.55,Ewallet,Hermés Internation,Air,6.2,22,4005,150,2023-07-12,Japan WH,Japan,"Collins, Jones and Stanley",001-778-333-8306x99182,USA,2.95,2
Shawn Gordon,Shawn_Gordon@gmail.com,870.219.3213x98209,5387 Amanda Harbors,-3,Female,Greece,Gold,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,8,1.6508738734003798,2023-11-30,2.2,Cash,United Parcel Service,Sea,11.68,16,3992,150,2023-07-12,Japan WH,Japan,Choi LLC,001-524-775-2733x63888,Colombia,3.29,5
Robert Parker,Robert_Parker@hotmail.com,570.612.2381,41284 Jorge Extension,-10,Female,Montserrat,Gold,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,-10,0.8772565009678824,2023-11-29,2.3,Cash,FedEx,Sea,30.1,7,4010,150,2023-07-12,Japan WH,Japan,Diaz LLC,(316)901-5408x90913,Turkey,3.22,4
Kelsey Salazar,Kelsey_Salazar@gmail.com,970-415-0824,2561 Edwards Square,34,Male,Belgium,Bronze,Food and Beverages,Organic Food,Organic fruits and vegetables,36,3,1.0103956547135944,2023-12-01,1.8,Credit Card,Hermés Internation,Sea,23.62,14,3997,150,2023-07-12,Japan WH,Japan,Shaw Inc,001-264-266-2135x93494,Turkey,3.84,5
Christopher Moore,Christopher_Moore@maroc.ma,938.628.4859x29313,221 John Stream Suite 158,18,Female,Japan,Gold,Energy,Biomass,Crop residues for energy generation,12,5,0.3643091019312683,2023-11-29,0.6,Credit Card,GeoPost,Ground,36.08,13,3995,150,2023-07-12,Turkey WH,Turkey,Houston LLC,225.945.9871x65037,Colombia,1.65,4
Gary Robinson,Gary_Robinson@hotmail.com,+1-314-328-9948x44688,383 Teresa Ranch Suite 076,76,Male,Belize,Silver,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,6,1.8761572100775425,2023-11-29,1.45,Credit Card,United Parcel Service,Ground,26.51,2,3994,150,2023-07-12,Japan WH,Japan,Cole-Nguyen,+1-927-260-8945x578,USA,1.88,4
Tracy Hardin,Tracy_Hardin@yopmail.com,544.274.1466,612 Megan Hills Suite 536,8,Male,Comoros,Bronze,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,-9,0.5950245084939548,2023-11-29,1.7,Cash,Hermés Internation,Air,21.82,17,4009,150,2023-07-12,China WH,China,Preston-Carter,(416)666-1306,Colombia,2.89,5
Kathleen Johnson,Kathleen_Johnson@maroc.ma,+1-493-933-6648,022 Harris Prairie,17,Female,Switzerland,Gold,Agriculture,Biopesticides,Neem oil-based insecticides,71,-7,1.7146318344963776,2023-11-29,3.55,Credit Card,FedEx,Air,28.28,6,4007,150,2023-07-12,Japan WH,Japan,Diaz-Medina,545-906-6131,France,4.53,3
Susan Alvarado,Susan_Alvarado@hotmail.com,388-557-9495x72967,431 Farley Courts,-7,Female,Kazakhstan,Gold,Food and Beverages,Plant-Based Meat Alternatives,Tofu,19,0,0.4072252832055402,2023-12-01,0.95,Credit Card,Hermés Internation,Sea,43.55,21,4000,150,2023-07-12,Japan WH,Japan,Richmond LLC,728.779.9232x83443,Colombia,3.43,4
Courtney Sullivan,Courtney_Sullivan@yopmail.com,209-610-3103x47431,276 Kristina Forges,-53,Male,Bhutan,Silver,Agriculture,Biopesticides,Neem oil-based insecticides,71,-1,0.23784307793111842,2023-12-02,3.55,Cash,United Parcel Service,Sea,39.48,6,4001,150,2023-07-12,Japan WH,Japan,"Foster, Wilson and Rogers",817.504.0394x8775,Colombia,3.96,3
Richard Raymond,Richard_Raymond@youcode.ma,+1-488-738-1519x9286,3508 Kayla Mountain Apt. 865,-57,Female,Saint Kitts and Nevis,Bronze,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,6,0.11350308294640551,2023-12-01,2.3,Credit Card,FedEx,Sea,24.09,7,3994,150,2023-07-12,Japan WH,Japan,Goodman-Rice,001-273-950-3410x494,China,2.66,2
Sherri Hart,Sherri_Hart@yopmail.com,226.654.4268x7505,31600 Sylvia Glens,89,Male,Cameroon,Gold,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,1,0.8707570882262817,2023-11-28,1.5,Credit Card,DHL,Sea,9.74,20,3999,150,2023-07-12,China WH,China,Johnson Group,001-452-635-9009x480,China,4.08,2
David Parker,David_Parker@yopmail.com,7412687344,233 Christina Trafficway,49,Female,Uruguay,Bronze,Pharmaceuticals,Biopharmaceuticals,Vaccines,50,5,1.531509867774083,2023-12-02,2.5,Ewallet,FedEx,Sea,47.82,23,3995,150,2023-07-12,Japan WH,Japan,"Ramos, Carter and Smith",553-404-4403,USA,1.39,1
Jessica Malone,Jessica_Malone@outlook.fr,773.337.4625x8357,112 Matthew Coves,24,Male,Myanmar,Silver,Materials and Chemicals,Bioplastics,PHA (Polyhydroxyalkanoates),11,6,0.43250536162368647,2023-11-28,0.55,Ewallet,FedEx,Ground,9.9,22,3994,150,2023-07-12,Japan WH,Japan,Rodriguez-Schaefer,336-458-3484x787,Colombia,2.39,1
Glenda Hill,Glenda_Hill@maroc.ma,+1-419-929-4347,5598 Mitchell Way Apt. 749,42,Male,Saint Martin,Bronze,Food and Beverages,Organic Food,Organic fruits and vegetables,36,-6,1.8416284460625651,2023-11-29,1.8,Credit Card,GeoPost,Ground,6.2,14,4006,150,2023-07-12,China WH,China,"Anderson, Collier and Zhang",(819)998-7597x329,France,1.43,1
Theresa Odonnell,Theresa_Odonnell@youcode.ma,+1-339-750-2913x7467,03340 Heather Station,-18,Female,Marshall Islands,Silver,Food and Beverages,Plant-Based Meat Alternatives,Tempeh,31,3,1.4222296162910968,2023-11-30,1.55,Ewallet,DHL,Air,23.64,11,3997,150,2023-07-12,Japan WH,Japan,Horton-Rodriguez,001-530-736-3337x77361,China,2.31,5
Anthony Kennedy,Anthony_Kennedy@yopmail.com,001-799-544-0533x736,09033 Kimberly Plaza Suite 549,28,Male,Faroe Islands,Gold,Food and Beverages,Plant-Based Meat Alternatives,Tofu,19,8,0.5122612212104785,2023-11-28,0.95,Credit Card,FedEx,Air,47.5,21,3992,150,2023-07-12,Turkey WH,Turkey,Woodard-Perkins,(314)321-9498x842,Turkey,1.28,1
Louis Ford,Louis_Ford@outlook.fr,519-546-2118x303,27608 Sara Islands,-61,Female,Qatar,Silver,Agriculture,Biopesticides,Neem oil-based insecticides,71,-5,0.41099983827824016,2023-11-29,3.55,Ewallet,Hermés Internation,Air,7.3,6,4005,150,2023-07-12,Turkey WH,Turkey,"Shields, Melton and Reyes",(677)736-5912,China,2.52,2
Katie Ibarra,Katie_Ibarra@gmail.com,(461)798-0489,332 Perez Throughway,-90,Male,Nauru,Silver,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,-3,1.0473246530243183,2023-11-28,2.2,Cash,DHL,Sea,12.36,16,4003,150,2023-07-12,China WH,China,Mcintyre Ltd,(483)586-5188,China,1.59,2
Michelle Turner,Michelle_Turner@youcode.ma,904.902.7012x306,8304 Ronald Hollow,-28,Female,Cyprus,Bronze,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,10,1.9132373963728513,2023-12-01,1.7,Cash,United Parcel Service,Ground,42.57,17,3990,150,2023-07-12,Turkey WH,Turkey,Brown-Richard,2532733935,Turkey,2.23,1
Matthew Ramos,Matthew_Ramos@youcode.ma,9052363783,7605 Rodriguez Valleys Suite 633,-46,Female,Papua New Guinea,Gold,Pharmaceuticals,Biopharmaceuticals,Vaccines,50,-7,1.3146642614788306,2023-11-27,2.5,Ewallet,FedEx,Ground,45.43,23,4007,150,2023-07-12,China WH,China,"Rubio, Carpenter and Clarke",9303462441,China,1.78,4
Daniel Love,Daniel_Love@hotmail.com,+1-896-880-6054x2773,4955 Allen Stravenue,-27,Female,Hong Kong,Bronze,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,5,1.6739137615128996,2023-11-27,1.5,Cash,FedEx,Air,30.51,20,3995,150,2023-07-12,Japan WH,Japan,"Jones, Robinson and Morales",499.341.2860,Colombia,4.58,2
Peggy Gross,Peggy_Gross@youcode.ma,546-709-1082,2277 Williams Throughway,47,Female,Italy,Silver,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,-3,1.2100066981828115,2023-11-29,2.2,Credit Card,FedEx,Ground,11.31,16,4003,150,2023-07-12,China WH,China,Knapp-Moore,+1-508-390-7932x9974,Turkey,4.26,1
Courtney Rodriguez,Courtney_Rodriguez@yopmail.com,+1-789-479-9863x458,3670 Robert Grove,11,Male,Oman,Silver,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,-7,1.2360377125333641,2023-11-27,1.7,Ewallet,Hermés Internation,Sea,24.9,17,4007,150,2023-07-12,Japan WH,Japan,Miller Inc,001-561-374-4181,Colombia,1.56,4
Andrea Becker,Andrea_Becker@hotmail.com,+1-910-663-4200x248,421 Williams Forest Suite 874,-26,Male,Guinea-Bissau,Gold,Energy,Biofuels,Ethanol,9,6,1.8805551824643876,2023-11-28,0.45,Ewallet,GeoPost,Ground,23.48,12,3994,150,2023-07-12,Turkey WH,Turkey,Sanchez-Ramsey,(585)244-2992x18343,Turkey,2.17,3
Kelly Grant,Kelly_Grant@maroc.ma,001-367-547-1764,2774 Nichols Common,49,Female,Azerbaijan,Bronze,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,9,1.114060896225236,2023-11-28,2.3,Ewallet,United Parcel Service,Ground,30.12,7,3991,150,2023-07-12,Turkey WH,Turkey,Padilla-White,226.812.6015,USA,2.82,3
Jennifer Mckenzie,Jennifer_Mckenzie@youcode.ma,+1-536-472-0152x06119,50494 Houston Ports Apt. 545,-8,Female,Kiribati,Bronze,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,-7,0.18333521138203668,2023-11-29,1.45,Cash,DHL,Air,46.37,2,4007,150,2023-07-12,Japan WH,Japan,Carpenter Group,764-818-8597x60438,Colombia,1.29,3
Nathan Mitchell,Nathan_Mitchell@hotmail.com,001-202-658-9816x082,497 Karina Spurs,-24,Male,Cook Islands,Bronze,Energy,Biomass,Crop residues for energy generation,12,1,1.8518788043390273,2023-11-29,0.6,Cash,FedEx,Ground,15.61,13,3999,150,2023-07-12,Japan WH,Japan,Clark-Nichols,001-739-458-8522,China,3.17,4
Chad Lewis,Chad_Lewis@outlook.fr,898.401.3128x709,486 Perry Fields,-64,Male,Syrian Arab Republic,Bronze,Food and Beverages,Plant-Based Meat Alternatives,Tofu,19,-1,1.8041067248304699,2023-11-28,0.95,Credit Card,FedEx,Ground,32.7,21,4001,150,2023-07-12,Turkey WH,Turkey,"Thomas, Lynn and Patel",(852)410-0553,Turkey,3.74,2
Nina Walton,Nina_Walton@hotmail.com,001-240-434-6051x18586,7849 Rebecca Trail Suite 675,-61,Male,Guinea-Bissau,Gold,Agriculture,Biofertilizers,Mycorrhizal fungi products,75,7,0.8348883539205809,2023-11-29,3.75,Ewallet,DHL,Air,24.55,9,3993,150,2023-07-12,Turkey WH,Turkey,Johnson-Shaffer,(272)918-7695,Turkey,2.06,1
Tyler Robinson,Tyler_Robinson@outlook.fr,476.589.9310,23426 Phillips Bridge Suite 737,58,Female,Bolivia,Bronze,Pharmaceuticals,Biopharmaceuticals,Monoclonal antibodies,10,2,1.285751348020835,2023-11-30,0.5,Ewallet,United Parcel Service,Ground,48.14,15,3998,150,2023-07-12,Turkey WH,Turkey,Hall-Watts,(671)436-2951,USA,2.01,1
Mary Hopkins,Mary_Hopkins@maroc.ma,+1-257-952-4156x8731,799 Little Highway Suite 216,32,Female,Tajikistan,Silver,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,0,1.7403190731919407,2023-11-27,1.5,Cash,United Parcel Service,Sea,5.85,20,4000,150,2023-07-12,Japan WH,Japan,"Rodriguez, Reed and Smith",001-456-658-5292x2580,Turkey,4.43,5
Angelica Garcia,Angelica_Garcia@yopmail.com,(601)255-7675,8523 Brian Square,-15,Female,Libyan Arab Jamahiriya,Silver,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,-10,1.6032342486965558,2023-12-02,1.7,Cash,FedEx,Sea,21.64,17,4010,150,2023-07-12,Japan WH,Japan,Green-Sweeney,770.359.2334,China,4.03,2
Christopher Griffith,Christopher_Griffith@gmail.com,514-582-9402x991,8320 Daniel Terrace Suite 483,62,Male,Lesotho,Bronze,Food and Beverages,Organic Food,Organic fruits and vegetables,36,-8,1.2218033207429004,2023-11-28,1.8,Cash,Hermés Internation,Ground,18.84,14,4008,150,2023-07-12,China WH,China,"Lewis, Shaw and Sanchez",858.737.7523x967,Colombia,1.45,2
Amanda Benson,Amanda_Benson@hotmail.com,6257944510,955 Jennifer Rapid,-38,Male,Pitcairn Islands,Silver,Materials and Chemicals,Bioplastics,PHA (Polyhydroxyalkanoates),11,9,0.10494405025191378,2023-12-01,0.55,Credit Card,DHL,Sea,14.72,22,3991,150,2023-07-12,Japan WH,Japan,Watson-Newton,(834)327-6376,Turkey,2.85,3
Barbara Gilbert,Barbara_Gilbert@yopmail.com,+1-672-297-9639,698 Nicole Underpass Suite 896,42,Male,Falkland Islands (Malvinas),Silver,Pharmaceuticals,Biopharmaceuticals,Insulin,11,-8,0.7787336451382711,2023-11-28,0.55,Credit Card,DHL,Ground,36.24,3,4008,150,2023-07-12,Japan WH,Japan,"Martinez, Contreras and Edwards",001-816-399-9268x619,Turkey,4.57,3
Christopher Gibbs,Christopher_Gibbs@maroc.ma,(340)295-6333,858 Joshua Forks Apt. 588,59,Male,Puerto Rico,Silver,Food and Beverages,Organic Food,Organic fruits and vegetables,36,-10,1.1885940819289262,2023-11-28,1.8,Credit Card,Hermés Internation,Sea,13.11,14,4010,150,2023-07-12,Turkey WH,Turkey,Bryant-Edwards,+1-436-950-9620x930,France,1.77,5
Blake Keller,Blake_Keller@hotmail.com,001-262-869-9274x019,52919 Thomas Lodge Apt. 069,-24,Male,Kyrgyz Republic,Silver,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,7,0.5191749917699605,2023-11-29,2.2,Cash,GeoPost,Ground,37.13,16,3993,150,2023-07-12,China WH,China,"Huang, Smith and Jones",001-539-877-1653,USA,4.34,3
Rodney Weaver,Rodney_Weaver@hotmail.com,(799)681-3172,499 Henderson Pines,-37,Female,Saudi Arabia,Silver,Energy,Biofuels,Ethanol,9,7,1.3606570635751143,2023-12-01,0.45,Ewallet,Hermés Internation,Air,29.37,12,3993,150,2023-07-12,Turkey WH,Turkey,Johnson-Bailey,+1-667-240-4565x9423,Colombia,2.21,2
Olivia Buchanan,Olivia_Buchanan@hotmail.com,694-959-0073,0492 Drake Camp Suite 088,71,Male,Angola,Silver,Pharmaceuticals,Biopharmaceuticals,Monoclonal antibodies,10,9,1.9042148043238518,2023-11-30,0.5,Ewallet,GeoPost,Air,5.57,15,3991,150,2023-07-12,Turkey WH,Turkey,"Wilson, Scott and White",(374)437-6435x8531,Turkey,1.31,2
James Jackson,James_Jackson@gmail.com,9524262245,6238 Jason Trace,64,Female,Albania,Silver,Energy,Biomass,Crop residues for energy generation,12,-8,1.5681439640064734,2023-12-02,0.6,Cash,FedEx,Air,6.03,13,4008,150,2023-07-12,Japan WH,Japan,Payne-Andrews,+1-790-841-3415x526,Turkey,1.51,1
Jennifer Mcclain,Jennifer_Mcclain@hotmail.com,(258)475-6470x7624,87546 Matthew Lakes,-11,Male,Mayotte,Bronze,Energy,Biomass,Crop residues for energy generation,12,4,1.8622141634946028,2023-12-02,0.6,Cash,United Parcel Service,Ground,32.81,13,3996,150,2023-07-12,Japan WH,Japan,Johnson and Sons,001-681-311-0746x480,China,2.88,
Matthew Salinas,Matthew_Salinas@outlook.fr,(496)614-0099,7200 Caroline Islands,10,Male,Bolivia,Silver,Food and Beverages,Organic Food,Organic fruits and vegetables,36,-2,1.7312492421197105,2023-11-27,1.8,Cash,Hermés Internation,Sea,7.95,14,4002,150,2023-07-12,Turkey WH,Turkey,"Howard, Soto and Hodge",+1-409-989-0007x2969,USA,4.15,4
Kristin Wilkinson,Kristin_Wilkinson@hotmail.com,870-222-2185,840 Walker Square,-61,Female,Zimbabwe,Gold,Energy,Biofuels,Biodiesel,5,-1,1.5137499555101175,2023-12-02,0.25,Cash,United Parcel Service,Ground,48.97,5,4001,150,2023-07-12,Japan WH,Japan,"White, Taylor and Jackson",983-513-6431,USA,4.59,1
Tina Evans,Tina_Evans@maroc.ma,479.400.6009,020 Holland Plaza,-39,Male,Bulgaria,Bronze,Agriculture,Biofertilizers,Rhizobium-based fertilizers,80,6,1.0485411088077659,2023-11-29,4.0,Cash,United Parcel Service,Ground,27.57,10,3994,150,2023-07-12,Japan WH,Japan,Alvarez Ltd,215-984-5425,France,2.42,3
Charles Santiago,Charles_Santiago@outlook.fr,547-679-5379,09620 Monica Way Suite 212,-42,Female,Cape Verde,Bronze,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,0,0.295786965135842,2023-11-29,2.2,Cash,DHL,Air,41.03,16,4000,150,2023-07-12,Japan WH,Japan,Walker-Ochoa,889.910.2901x5878,China,2.41,1
Timothy Joyce,Timothy_Joyce@youcode.ma,+1-631-289-3673x223,241 Kelly Ford Suite 510,87,Male,Guinea-Bissau,Gold,Energy,Biomass,Wood pellets,11,-6,1.9453456876854203,2023-11-30,0.55,Ewallet,United Parcel Service,Ground,8.05,4,4006,150,2023-07-12,Turkey WH,Turkey,"Davis, Warner and Shepherd",4546767377,USA,1.93,4
Devin Hernandez,Devin_Hernandez@gmail.com,287.236.7363x8230,072 Jennifer Drives Apt. 059,-2,Male,Vietnam,Gold,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,0,0.6802378991053443,2023-12-01,2.3,Ewallet,United Parcel Service,Air,33.88,7,4000,150,2023-07-12,China WH,China,"Carrillo, Hall and Garcia",+1-270-917-9050x56083,Turkey,1.02,1
Douglas Williams,Douglas_Williams@outlook.fr,001-739-224-0778x5417,8469 Jones Village,42,Male,American Samoa,Gold,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,-6,0.9432185691408501,2023-11-30,1.7,Credit Card,Hermés Internation,Ground,44.29,17,4006,150,2023-07-12,Japan WH,Japan,"Johnson, Hayes and Cunningham",8632139139,China,1.89,2
Kelly Tran,Kelly_Tran@youcode.ma,(847)904-2350x0539,9187 Jill Mountains Suite 568,-65,Male,Guadeloupe,Gold,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,-10,0.6883313798703771,2023-11-28,1.45,Ewallet,FedEx,Air,39.93,2,4010,150,2023-07-12,Japan WH,Japan,Payne-Lyons,+1-943-436-3068x648,China,1.38,1
Miranda Ramirez,Miranda_Ramirez@maroc.ma,787-826-2395,814 Alan Forge Apt. 274,28,Male,Cyprus,Bronze,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,4,0.8703021880431305,2023-11-27,2.2,Cash,Hermés Internation,Ground,17.16,16,3996,150,2023-07-12,Japan WH,Japan,"Wise, Mitchell and Mitchell",6714984127,USA,1.37,1
Larry Long,Larry_Long@gmail.com,248.545.6737x953,858 Stephenson Isle,-72,Male,Antigua and Barbuda,Silver,Energy,Biofuels,Biogas,11,5,0.19175762280394446,2023-11-28,0.55,Cash,GeoPost,Sea,15.86,19,3995,150,2023-07-12,China WH,China,Miller-Cook,+1-509-388-7014,France,4.77,3
Martha Hutchinson,Martha_Hutchinson@hotmail.com,457-917-2313x01341,740 Jay Lodge,-60,Male,Andorra,Silver,Agriculture,Biopesticides,Neem oil-based insecticides,71,1,0.4376493713428308,2023-11-30,3.55,Credit Card,FedEx,Air,22.2,6,3999,150,2023-07-12,Japan WH,Japan,Taylor Inc,995.844.0791x49600,France,1.57,3
